DateTime,VMT_total,TT_mean,weather,Crash,INCIDENT,ROADWORK
1/1/2015 0:15,527.9412698,2.397586074,0,0,0,0
1/1/2015 0:30,653.2781746,2.452819199,0,0,0,0
1/1/2015 0:45,723.6131944,2.450174565,0,0,0,0
1/1/2015 1:00,719.2553571,2.481570401,0,0,0,0
1/1/2015 1:15,726.3310516,2.440072925,0,0,0,0
1/1/2015 1:30,731.896627,2.451373435,0,0,0,0
1/1/2015 1:45,699.8906746,2.460225114,0,0,0,0
1/1/2015 2:00,664.2032738,2.504497945,0,0,0,0
1/1/2015 2:15,559.8594246,2.470320921,0,0,0,0
1/1/2015 2:30,597.7322421,2.438500703,0,0,0,0
1/1/2015 2:45,510.1892857,2.481255357,0,0,0,0
1/1/2015 3:00,506.9575397,2.508012393,0,0,0,0
1/1/2015 3:15,503.1792659,2.488856675,0,0,0,0
1/1/2015 3:30,477.0260913,2.482424444,0,0,0,0
1/1/2015 3:45,472.156746,2.521053434,0,0,0,0
1/1/2015 4:00,461.5297619,2.493353233,0,0,0,0
1/1/2015 4:15,433.0305556,2.54358894,0,0,0,0
1/1/2015 4:30,470.9468254,2.469546363,0,0,0,0
1/1/2015 4:45,449.2253968,2.482080369,0,0,0,0
1/1/2015 5:00,417.6482143,2.493536002,0,0,0,0
1/1/2015 5:15,448.7597222,2.468561171,0,0,0,0
1/1/2015 5:30,500.7174603,2.456598454,0,0,0,0
1/1/2015 5:45,521.9255952,2.427804706,0,0,0,0
1/1/2015 6:00,496.3733135,2.432766905,0,0,0,0
1/1/2015 6:15,553.946627,2.428244622,0,0,0,0
1/1/2015 6:30,624.3524802,2.408599707,0,0,0,0
1/1/2015 6:45,683.6768849,2.404768419,0,0,0,0
1/1/2015 7:00,538.8546627,2.395297792,0,0,0,0
1/1/2015 7:15,445.3988095,2.417978202,0,0,0,0
1/1/2015 7:30,492.7779762,2.44505853,0,0,0,0
1/1/2015 7:45,523.4204365,2.40631734,0,0,0,0
1/1/2015 8:00,524.5234127,2.387824573,0,0,0,0
1/1/2015 8:15,519.3270833,2.408692798,0,0,0,0
1/1/2015 8:30,624.8555556,2.36972601,0,0,0,0
1/1/2015 8:45,612.2261905,2.370355059,0,0,0,0
1/1/2015 9:00,596.9739087,2.402991927,0,0,0,0
1/1/2015 9:15,647.2780754,2.406852049,0,0,0,0
1/1/2015 9:30,708.9220238,2.388244127,0,0,0,0
1/1/2015 9:45,769.2294643,2.338705681,0,0,0,0
1/1/2015 10:00,753.0280754,2.370006342,0,0,0,0
1/1/2015 10:15,817.6410714,2.395444448,0,0,0,0
1/1/2015 10:30,846.5063492,2.343425511,0,0,0,0
1/1/2015 10:45,935.8536706,2.315867456,0,0,0,0
1/1/2015 11:00,1068.630159,2.295522207,0,0,0,0
1/1/2015 11:15,1081.09752,2.321263668,0,0,0,0
1/1/2015 11:30,1168.850794,2.310419069,0,0,0,0
1/1/2015 11:45,1209.814683,2.342622682,0,0,0,0
1/1/2015 12:00,1295.750397,2.322674879,0,0,0,0
1/1/2015 12:15,1186.314087,2.341891908,0,0,0,0
1/1/2015 12:30,1361.678968,2.356379832,0,0,0,0
1/1/2015 12:45,1233.312698,2.311289252,0,0,0,0
1/1/2015 13:00,1173.910218,2.309517185,0,0,0,0
1/1/2015 13:15,1170.347817,2.269447927,0,0,0,0
1/1/2015 13:30,1266.788492,2.282873247,0,0,0,0
1/1/2015 13:45,1298.92619,2.278407948,0,0,0,0
1/1/2015 14:00,1327.871131,2.274830208,1,0,0,0
1/1/2015 14:15,1334.700794,2.264515621,1,0,0,0
1/1/2015 14:30,1327.692956,2.284917764,0,0,0,0
1/1/2015 14:45,1421.071825,2.267664016,0,0,0,0
1/1/2015 15:00,1415.852778,2.311092648,0,0,0,0
1/1/2015 15:15,1276.78998,2.287071914,0,0,0,0
1/1/2015 15:30,1346.602083,2.288062959,0,0,0,0
1/1/2015 15:45,1386.654762,2.318884486,0,0,0,0
1/1/2015 16:00,1348.315675,2.354725093,0,0,0,0
1/1/2015 16:15,1359.277778,2.345145756,0,0,0,0
1/1/2015 16:30,1260.312698,2.345197785,0,0,0,0
1/1/2015 16:45,1266.263194,2.323722079,0,0,0,0
1/1/2015 17:00,1304.42123,2.359021966,0,0,0,0
1/1/2015 17:15,1217.136905,2.401537108,0,0,0,0
1/1/2015 17:30,1305.001587,2.502592959,0,0,0,0
1/1/2015 17:45,1219.120337,2.444879955,0,0,0,0
1/1/2015 18:00,1231.143651,2.425185061,0,0,0,0
1/1/2015 18:15,1194.159921,2.432445717,0,0,0,0
1/1/2015 18:30,1352.202778,2.422736653,0,0,0,0
1/1/2015 18:45,1241.461806,2.425511875,0,0,0,0
1/1/2015 19:00,1054.500298,2.427138244,0,0,0,0
1/1/2015 19:15,1034.822917,2.420283751,0,0,0,0
1/1/2015 19:30,904.4996032,2.494467662,0,0,0,0
1/1/2015 19:45,922.8899802,2.423039136,0,0,0,0
1/1/2015 20:00,932.5710317,2.461730809,0,0,0,0
1/1/2015 20:15,816.4485119,2.4487325,0,0,0,0
1/1/2015 20:30,847.7114087,2.420778851,0,0,0,0
1/1/2015 20:45,863.0948413,2.428401804,0,0,0,0
1/1/2015 21:00,771.7724206,2.447868386,0,0,0,0
1/1/2015 21:15,786.0406746,2.438801762,0,0,0,0
1/1/2015 21:30,856.1373016,2.438309833,0,0,0,0
1/1/2015 21:45,812.9472222,2.523730069,0,0,0,0
1/1/2015 22:00,773.5482143,2.469685477,0,0,0,0
1/1/2015 22:15,816.9838294,2.507046088,0,0,0,0
1/1/2015 22:30,794.3888889,2.449372158,0,0,0,0
1/1/2015 22:45,710.3125,2.442880398,0,0,0,0
1/1/2015 23:00,637.953373,2.470304324,0,0,0,0
