DateTime,VMT_total,TT_mean,weather,Crash,INCIDENT,ROADWORK
1/2/2015 11:00,1363.425,1.994398447,0,0,0,0
1/2/2015 11:15,1293.482143,2.007225415,0,0,0,0
1/2/2015 11:30,1337.808333,1.998964644,0,0,0,0
1/2/2015 11:45,1400.887698,1.997234584,0,0,0,0
1/2/2015 12:00,1562.191667,1.997863306,0,0,0,0
1/2/2015 12:15,1435.443254,2.028799281,0,0,0,0
1/2/2015 12:30,1482.64127,2.00269199,0,0,0,0
1/2/2015 12:45,1532.627778,2.004942644,0,0,0,0
1/2/2015 13:00,1521.366667,2.006688841,0,0,0,0
1/2/2015 13:15,1373.318651,2.026036651,0,0,0,0
1/2/2015 13:30,1462.741667,1.995850988,0,0,0,0
1/2/2015 13:45,1544.19881,1.955849367,0,0,0,0
1/2/2015 14:00,1630.815873,2.015521687,0,0,0,0
1/2/2015 14:15,1493.277778,1.978869417,0,0,0,0
1/2/2015 14:30,1591.213889,1.976064859,0,0,0,0
1/2/2015 14:45,1548.311111,1.971506709,0,0,0,0
1/2/2015 15:00,1579.033333,1.976085542,0,0,0,0
1/2/2015 15:15,1449.275,1.968148526,0,0,0,0
1/2/2015 15:30,1473.8,1.983058225,0,0,0,0
1/2/2015 15:45,1491.325,1.995327889,0,0,0,0
1/2/2015 16:00,1555.363889,1.969771356,0,0,0,0
1/2/2015 16:15,1584.358333,2.013116362,0,0,0,0
1/2/2015 16:30,1588.205556,2.000638375,0,0,0,0
1/2/2015 16:45,1511.416667,2.001385686,0,0,0,0
1/2/2015 17:00,1559.744444,1.993075663,0,0,0,0
1/2/2015 17:15,1627.571429,2.026273704,0,0,0,0
1/2/2015 17:30,1659.35,2.039012472,0,0,0,0
1/2/2015 17:45,1526.708333,2.053205728,0,0,0,0
1/2/2015 18:00,1471.241667,2.043311559,0,0,0,0
1/2/2015 18:15,1391.919444,2.087212921,0,0,0,0
1/2/2015 18:30,1473.474603,2.049427706,0,0,0,0
1/2/2015 18:45,1317.252778,2.031563557,0,0,0,0
1/2/2015 19:00,1177.521825,2.040827677,0,0,0,0
1/2/2015 19:15,1039.267063,2.049168212,0,0,0,0
1/2/2015 19:30,969.7968254,2.037839295,0,0,0,0
1/2/2015 19:45,1018.644048,2.03133672,0,0,0,0
1/2/2015 20:00,915.9880952,1.997812707,0,0,0,0
1/2/2015 20:15,884.2555556,2.020929213,0,0,0,0
1/2/2015 20:30,925.9174603,2.015846503,0,0,0,0
1/2/2015 20:45,818.0884921,2.054572975,0,0,0,0
1/2/2015 21:00,809.2603175,2.014234913,0,0,0,0
1/2/2015 21:15,827.7388889,2.03547469,0,0,0,0
1/2/2015 21:30,828.0416667,2.008335297,0,0,0,0
1/2/2015 21:45,863.3626984,2.038659498,0,0,0,0
1/2/2015 22:00,825.7757937,2.0156542,0,0,0,0
1/2/2015 22:15,853.7337302,2.034880933,0,0,0,0
1/2/2015 22:30,809.2615079,2.050093372,0,0,0,0
1/2/2015 22:45,799.8996032,2.000534567,0,0,0,0
1/2/2015 23:00,809.7480159,2.021989843,0,0,0,0
1/2/2015 23:15,676.5956349,2.001474126,0,0,0,0
1/2/2015 23:30,694.3472222,1.98844107,0,0,0,0
1/2/2015 23:45,595.9103175,2.052603545,0,0,0,0
1/3/2015 0:00,621.0134921,2.031224458,0,0,0,0
1/3/2015 0:15,542.4468254,2.020770401,0,0,0,0
1/3/2015 0:30,504.1210317,2.025590345,0,0,0,0
1/3/2015 0:45,476.4714286,2.017583374,0,0,0,0
1/3/2015 1:00,477.3146825,2.042356432,0,0,0,0
1/3/2015 1:15,433.4626984,2.055870184,0,0,0,0
1/3/2015 1:30,444.0599206,2.084474415,0,0,0,0
1/3/2015 1:45,423.0734127,2.047926689,0,0,0,0
1/3/2015 2:00,374.8571429,2.059349307,0,0,0,0
1/3/2015 2:15,391.6884921,2.040054591,0,0,0,0
1/3/2015 2:30,375.7406746,2.023746894,0,0,0,0
1/3/2015 2:45,387.8166667,2.020699891,0,0,0,0
1/3/2015 3:00,369.9482143,2.151085634,0,0,0,0
1/3/2015 3:15,333.0189484,2.068568876,0,0,0,0
1/3/2015 3:30,368.2503968,2.139765267,0,0,0,0
1/3/2015 3:45,351.3410714,2.053731285,0,0,0,0
1/3/2015 4:00,349.2892857,2.093551672,0,0,0,0
1/3/2015 4:15,380.1742063,2.061159937,0,0,0,0
1/3/2015 4:30,386.6831349,2.006969012,0,0,0,0
1/3/2015 4:45,360.3674603,2.064366649,0,0,0,0
1/3/2015 5:00,375.7896825,1.97369271,0,0,0,0
1/3/2015 5:15,403.0759921,2.054602279,0,0,0,0
1/3/2015 5:30,417.8452381,2.026646837,0,0,0,0
1/3/2015 5:45,516.9186508,1.974394475,0,0,0,0
1/3/2015 6:00,547.8456349,2.013988981,0,0,0,0
1/3/2015 6:15,505.4047619,1.972932312,0,0,0,0
1/3/2015 6:30,667.7535714,1.993585184,0,0,0,0
1/3/2015 6:45,686.6492063,2.014519532,0,0,0,0
1/3/2015 7:00,647,2.023415173,0,0,0,0
1/3/2015 7:15,573.2769841,1.992593902,0,0,0,0
1/3/2015 7:30,619.5361111,1.980936948,0,0,0,0
1/3/2015 7:45,730.7043651,1.982126902,0,0,0,0
1/3/2015 8:00,714.6964286,1.95506723,0,0,0,0
1/3/2015 8:15,643.4071429,1.995041775,0,0,0,0
1/3/2015 8:30,808.6329365,1.970132992,0,0,0,0
1/3/2015 8:45,959.6988095,1.937797403,0,0,0,0
1/3/2015 9:00,924.6111111,1.933501045,0,0,0,0
1/3/2015 9:15,906.3615079,1.944743509,0,0,0,0
1/3/2015 9:30,995.0269841,1.945234919,0,0,0,0
1/3/2015 9:45,1070.60754,1.932195721,0,0,0,0
1/3/2015 10:00,1192.763095,1.923982549,0,0,0,0
1/3/2015 10:15,1093.803571,1.96099994,0,0,0,0
1/3/2015 10:30,1192.255159,1.945038661,0,0,0,0
1/3/2015 10:45,1290.948016,1.929617742,0,0,0,0
1/3/2015 11:00,1318.008333,1.950031434,0,0,0,0
1/3/2015 11:15,1201.766667,1.950625931,0,0,0,0
1/3/2015 11:30,1351.627778,1.938739674,0,0,0,0
1/3/2015 11:45,1369.489683,1.932226786,0,0,0,0
1/3/2015 12:00,1397.898016,1.914355552,0,0,0,0
1/3/2015 12:15,1325.533333,1.936161904,0,0,0,0
1/3/2015 12:30,1408.559921,1.950732573,0,0,0,0
1/3/2015 12:45,1403.919048,1.945459911,0,0,0,0
1/3/2015 13:00,1371.759127,1.931330416,0,0,0,0
1/3/2015 13:15,1384.675,1.933144335,0,0,0,0
1/3/2015 13:30,1406.496825,1.911561979,0,0,0,0
1/3/2015 13:45,1416.33373,1.90193347,0,0,0,0
1/3/2015 14:00,1554.404365,1.890167669,0,0,0,0
1/3/2015 14:15,1421.35,1.931772578,0,0,0,0
1/3/2015 14:30,1572.963889,1.926786447,0,0,0,0
1/3/2015 14:45,1502.485714,1.943623841,0,0,0,0
1/3/2015 15:00,1436.219444,1.897527139,0,0,0,0
1/3/2015 15:15,1296.368254,1.925158901,0,0,0,0
1/3/2015 15:30,1407.803968,1.913795575,0,0,0,0
1/3/2015 15:45,1445.603175,1.913702112,0,0,0,0
1/3/2015 16:00,1479.65119,1.921206349,0,0,0,0
1/3/2015 16:15,1260.369444,1.93479126,0,0,0,0
1/3/2015 16:30,1301.501984,1.922395513,0,0,0,0
1/3/2015 16:45,1418.261111,1.924499388,0,0,0,0
1/3/2015 17:00,1413.453571,1.937683631,0,0,0,0
1/3/2015 17:15,1339.207937,1.967229817,0,0,0,0
1/3/2015 17:30,1399.177778,1.980750609,0,0,0,0
1/3/2015 17:45,1397.599206,1.970178708,0,0,0,0
1/3/2015 18:00,1344.258333,1.978455142,0,0,0,0
1/3/2015 18:15,1413.840873,2.020480941,0,0,0,0
1/3/2015 18:30,1381.837698,2.041678365,0,0,0,0
1/3/2015 18:45,1206.095238,2.116483359,0,0,0,0
1/3/2015 19:00,1194.463889,2.158576344,0,0,0,0
1/3/2015 19:15,1034.830952,2.209516731,0,0,0,0
1/3/2015 19:30,1379.233631,2.141555889,0,0,0,0
1/3/2015 19:45,901.0456349,2.130619784,0,0,0,0
1/3/2015 20:00,922.447619,2.110099575,0,0,0,0
1/3/2015 20:15,870.7694444,2.067194675,0,0,0,0
1/3/2015 20:30,852.45,2.045630878,0,0,0,0
1/3/2015 20:45,809.9162698,2.020485493,0,0,0,0
1/3/2015 21:00,799.8698413,2.013808149,0,0,0,0
1/3/2015 21:15,752.0765873,2.027518272,0,0,0,0
1/3/2015 21:30,803.0928571,2.03438977,0,0,0,0
1/3/2015 21:45,1050.781746,2.025681829,0,0,0,0
1/3/2015 22:00,790.5956349,1.982981283,0,0,0,0
1/3/2015 22:15,805.4769841,2.020038589,0,0,0,0
1/3/2015 22:30,812.5607143,1.992432717,0,0,0,0
1/3/2015 22:45,766.4904762,1.990475194,0,0,0,0
1/3/2015 23:00,670.5936508,1.988511971,0,0,0,0
1/3/2015 23:15,678.6011905,2.000727236,0,0,0,0
1/3/2015 23:30,647.5543651,1.979842147,0,0,0,0
1/3/2015 23:45,557.5559524,2.021237055,0,0,0,0
1/4/2015 0:00,521.4242063,2.015107949,0,0,0,0
1/4/2015 0:15,558.8448413,2.020235069,0,0,0,0
1/4/2015 0:30,534.8361111,1.959934016,1,0,0,0
1/4/2015 0:45,516.3646825,2.024838963,1,0,0,0
1/4/2015 1:00,460.4059524,1.981038479,1,0,0,0
1/4/2015 1:15,423.1384921,2.050072779,1,0,0,0
1/4/2015 1:30,410.6488095,2.036481077,1,0,0,0
1/4/2015 1:45,404.3419643,2.0517773,1,0,0,0
1/4/2015 2:00,373.8031746,2.109001228,1,0,0,0
1/4/2015 2:15,363.75,2.003197722,1,0,0,0
1/4/2015 2:30,382.6535714,1.973690346,1,0,0,0
1/4/2015 2:45,383.0666667,2.046357377,1,0,0,0
1/4/2015 3:00,389.7369048,2.083257379,1,0,0,0
1/4/2015 3:15,335.4005952,2.029121017,1,0,0,0
1/4/2015 3:30,359.0678571,1.968914865,0,0,0,0
1/4/2015 3:45,332.4444444,1.972125513,0,0,0,0
1/4/2015 4:00,343.8571429,2.155610617,0,0,0,0
1/4/2015 4:15,351.3190476,2.014236196,0,0,0,0
1/4/2015 4:30,353.7414683,2.007873487,0,0,0,0
1/4/2015 4:45,347.9793651,1.987899585,0,0,0,0
1/4/2015 5:00,355.9369048,1.95152057,0,0,0,0
1/4/2015 5:15,403.1456349,2.029072002,0,0,0,0
1/4/2015 5:30,413.0297619,1.934888967,0,0,0,0
1/4/2015 5:45,424.1585317,1.971749882,0,0,0,0
1/4/2015 6:00,446.8575397,2.009990471,0,0,0,0
1/4/2015 6:15,457.3194444,1.926382105,0,0,0,0
1/4/2015 6:30,485.4063492,1.976337378,0,0,0,0
1/4/2015 6:45,575.6666667,1.942157724,0,0,0,0
1/4/2015 7:00,502.256746,1.960127779,0,0,0,0
1/4/2015 7:15,416.8948413,1.987264907,0,0,0,0
1/4/2015 7:30,520.4668651,1.986271464,0,0,0,0
1/4/2015 7:45,489.7531746,1.980649093,0,0,0,0
1/4/2015 8:00,520.0952381,1.963594723,0,0,0,0
1/4/2015 8:15,544.6190476,1.951530325,0,0,0,0
1/4/2015 8:30,587.1396825,1.941793616,0,0,0,0
1/4/2015 8:45,696.5690476,1.93914056,0,0,0,0
1/4/2015 9:00,727.0242063,1.931609094,0,0,0,0
1/4/2015 9:15,747.1039683,1.916983642,0,0,0,0
1/4/2015 9:30,813.5611111,1.93498974,0,0,0,0
1/4/2015 9:45,917.0325397,1.937410383,0,0,0,0
1/4/2015 10:00,992.4361111,1.922210336,0,0,0,0
1/4/2015 10:15,845.5424603,1.903535903,0,0,0,0
1/4/2015 10:30,1010.828175,1.896987449,0,0,0,0
1/4/2015 10:45,1065.135714,1.881614804,0,0,0,0
1/4/2015 11:00,1163.759524,1.888519807,0,0,0,0
1/4/2015 11:15,1025.766667,1.913859253,0,0,0,0
1/4/2015 11:30,1109.142857,1.916920496,0,0,0,0
1/4/2015 11:45,1127.45,1.921142521,0,0,0,0
1/4/2015 12:00,1135.31746,1.92292663,0,0,0,0
1/4/2015 12:15,1122.898413,1.926752888,0,0,0,0
1/4/2015 12:30,1063.376587,1.8977731,0,0,0,0
1/4/2015 12:45,1192.400794,1.930828239,0,0,0,0
1/4/2015 13:00,1216.465476,1.964764093,0,0,0,0
1/4/2015 13:15,1204.153968,1.938172778,0,0,0,0
1/4/2015 13:30,1285.628968,1.94752758,0,0,0,0
1/4/2015 13:45,1312.219444,1.936841306,0,0,0,0
1/4/2015 14:00,1241.052381,1.940953862,0,0,0,0
1/4/2015 14:15,1242.761905,1.915703312,0,0,0,0
1/4/2015 14:30,1245.554365,1.928102102,0,0,0,0
1/4/2015 14:45,1261.665873,1.934178436,0,0,0,0
1/4/2015 15:00,1151.682143,1.914026593,0,0,0,0
1/4/2015 15:15,1226.777778,1.931106197,0,0,0,0
1/4/2015 15:30,1187.387302,1.944275869,0,0,0,0
1/4/2015 15:45,1222.722222,1.936146963,0,0,0,0
1/4/2015 16:00,1217.797222,1.927724912,0,0,0,0
1/4/2015 16:15,1172.431349,1.93245136,0,0,0,0
1/4/2015 16:30,1133.403175,1.937393194,0,0,0,0
1/4/2015 16:45,1128.926984,1.96751597,0,0,0,0
1/4/2015 17:00,1157.938492,1.952256816,0,0,0,0
1/4/2015 17:15,1108.762302,1.976112455,0,0,0,0
1/4/2015 17:30,1040.082937,1.98048471,0,0,0,0
1/4/2015 17:45,1103.962698,1.994922271,0,0,0,0
1/4/2015 18:00,1013.950397,1.979073155,0,0,0,0
1/4/2015 18:15,974.9079365,1.989036461,0,0,0,0
1/4/2015 18:30,976.0361111,1.989506085,0,0,0,0
1/4/2015 18:45,902.3071429,1.993386598,0,0,0,0
1/4/2015 19:00,923.4361111,1.975062204,0,0,0,0
1/4/2015 19:15,859.4103175,1.980720147,0,0,0,0
1/4/2015 19:30,843.3964286,2.010469872,0,0,0,0
1/4/2015 19:45,833.1218254,1.994908081,0,0,0,0
1/4/2015 20:00,756.1630952,1.994811395,0,0,0,0
1/4/2015 20:15,744.7698413,1.977343876,0,0,0,0
1/4/2015 20:30,800.1079365,1.969473438,0,0,0,0
1/4/2015 20:45,719.2246032,2.013363622,0,0,0,0
1/4/2015 21:00,699.3892857,1.967348944,0,0,0,0
1/4/2015 21:15,671.8079365,2.001059003,0,0,0,0
1/4/2015 21:30,678.1563492,1.970229796,0,0,0,0
1/4/2015 21:45,656.7166667,1.950171152,0,0,0,0
1/4/2015 22:00,584.5357143,1.9726819,0,0,0,0
1/4/2015 22:15,623.1948413,1.984660056,0,0,0,0
1/4/2015 22:30,646.0484127,1.956872769,0,0,0,0
1/4/2015 22:45,587.3146825,1.995759566,0,0,0,0
1/4/2015 23:00,538.3678571,1.992219334,0,0,0,0
1/4/2015 23:15,459.2761905,1.996359489,0,0,0,0
1/4/2015 23:30,455.8896825,2.013323365,0,0,0,0
1/4/2015 23:45,412.1095238,2.007415812,0,0,0,0
1/5/2015 0:00,396.0071429,2.029952337,0,0,0,0
1/5/2015 0:15,385.9994048,2.046219857,0,0,0,0
1/5/2015 0:30,373.2948413,2.057039424,0,0,0,0
1/5/2015 0:45,366.3369048,1.989352241,0,0,0,0
1/5/2015 1:00,383.5738095,2.050457445,0,0,0,0
1/5/2015 1:15,366.425,1.981414208,0,0,0,0
1/5/2015 1:30,350.1583333,2.015468592,0,0,0,0
1/5/2015 1:45,358.7619048,2.034572518,0,0,0,0
1/5/2015 2:00,313.547619,2.093835848,0,0,0,0
1/5/2015 2:15,335.8277778,2.127990642,0,0,0,0
1/5/2015 2:30,438.002381,2.177192035,0,0,0,0
1/5/2015 2:45,305.227381,2.044114451,0,0,0,0
1/5/2015 3:00,325.775,2.109127283,0,0,0,0
1/5/2015 3:15,354.6027778,2.128656749,0,0,0,0
1/5/2015 3:30,346.0071429,2.001654255,0,0,0,0
1/5/2015 3:45,369.452381,2.08657443,0,0,0,0
1/5/2015 4:00,399.1111111,2.059488578,0,0,0,0
1/5/2015 4:15,414.5095238,1.972809526,0,0,0,0
1/5/2015 4:30,423.8051587,1.968166255,0,0,0,0
1/5/2015 4:45,516.4690476,1.936601598,0,0,0,0
1/5/2015 5:00,573.0400794,1.96809795,0,0,0,0
1/5/2015 5:15,710.8757937,1.915910817,0,0,0,0
1/5/2015 5:30,1054.141667,1.923156774,0,0,0,0
1/5/2015 5:45,1585.254365,1.919166182,0,0,0,0
1/5/2015 6:00,1570.859921,1.906687689,0,0,0,0
1/5/2015 6:15,1889.819444,1.9325658,0,0,0,0
1/5/2015 6:30,2462.366667,1.958895379,0,0,0,0
1/5/2015 6:45,2866.125,1.99695721,0,0,0,0
1/5/2015 7:00,2737.958333,1.980071828,0,0,0,0
1/5/2015 7:15,3068.641667,2.032662243,0,0,0,0
1/5/2015 7:30,2994.1,2.026371902,0,0,0,0
1/5/2015 7:45,3258.925,2.16600342,0,0,0,0
1/5/2015 8:00,3090.888889,2.052580146,0,0,0,0
1/5/2015 8:15,2785.586111,2.019898469,0,0,0,0
1/5/2015 8:30,2525.627778,1.976344544,0,0,0,0
1/5/2015 8:45,2367.083333,1.98915493,0,0,0,0
1/5/2015 9:00,2235.852778,1.95811302,0,0,0,0
1/5/2015 9:15,1670.74881,1.948867901,0,0,0,0
1/5/2015 9:30,1546.634524,1.958350792,0,0,0,0
1/5/2015 9:45,1482.080952,1.975413586,0,0,0,0
1/5/2015 10:00,1390.311111,1.988970978,0,0,0,0
1/5/2015 10:15,1213.284921,1.943960735,0,0,0,0
1/5/2015 10:30,1139.695238,1.945143491,0,0,0,0
1/5/2015 10:45,1264.555159,1.988626812,0,0,0,0
1/5/2015 11:00,1169.59127,2.012701734,0,0,0,0
1/5/2015 11:15,1076.626984,2.046828608,0,0,0,0
1/5/2015 11:30,1157.961905,2.053929228,0,0,0,0
1/5/2015 11:45,1196.669444,2.017077224,0,0,0,0
1/5/2015 12:00,1167.862698,1.98982615,0,0,0,0
1/5/2015 12:15,1214.646825,1.984504566,0,0,0,0
1/5/2015 12:30,1258.893254,1.983659809,0,0,0,0
1/5/2015 12:45,1247.915873,1.98001749,0,0,0,0
1/5/2015 13:00,1263.04127,1.996237895,0,0,0,0
1/5/2015 13:15,1243.526587,1.966528912,0,0,0,0
1/5/2015 13:30,1316.185317,1.986343753,0,0,0,0
1/5/2015 13:45,1345.571032,1.957147824,0,0,0,0
1/5/2015 14:00,1247.555952,1.946553596,0,0,0,0
1/5/2015 14:15,1197.367063,1.95661219,0,0,0,0
1/5/2015 14:30,1337.464683,1.946335409,0,0,0,0
1/5/2015 14:45,1480.402778,1.964054628,0,0,0,0
1/5/2015 15:00,1401.413889,1.944274059,0,0,0,0
1/5/2015 15:15,1285.661111,1.970320652,0,0,0,0
1/5/2015 15:30,1425.533333,1.971056177,0,0,0,0
1/5/2015 15:45,1397.559127,1.930037604,0,0,0,0
